Sheet Row,ARN,Item Name,Selected Tally Parent,Unit,Classification,Reason,Tally MASTERID (if matched)
2508,ACH-RD-CH-0923,"Aluminium Silver foil Pouches ""5x8"" Inches Bags",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2509,ACH-EN-EQ-0104,SJ-F700 - Equipment with Individual Function - Static Eliminator,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2510,ACH-EN-EQ-0105,OP-88767 - Part of Equipment with individual function - Mounting Bracket,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2511,ACH-MF-CM-0105,EPE Foam Fitment for Top and Bottom,,,NOT_SELECTED,Tally Sync not selected for this row,
2512,ACH-MF-CM-0106,Tool cost for Die Making Top and Bottom,,,NOT_SELECTED,Tally Sync not selected for this row,
2513,ACH-EN-EQ-0106,Beta Variant Implementation - Line Improvement,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2514,ACH-EN-EQ-0107,Supply and installation of Fire Rated Door Doors,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2515,ACH-RD-CH-0924,440140 - 3-Aminopropyl)triethoxysilane,,ul,UPDATE,unit differs: sheet='ul' vs tally='UI' (report only -- not auto-altered),11035
2516,ACH-RD-CH-0925,17343 - Bromhexine hydrochloride,,ug,NO_CHANGE,matches existing Tally item,10966
2517,ACH-MF-CM-0107,"11301--37 - N - CN membrane, 8 Î¼m, 37 mm,",,,NOT_SELECTED,Tally Sync not selected for this row,
2518,ACH-RD-AB-0229,AMH 302 - Anti Mullerian Human Recombinant Antigen,,ug,NOT_SELECTED,Tally Sync not selected for this row,
2519,ACH-RD-AB-0230,cTnI101 - Anti-cTnI McAb,,ug,NO_CHANGE,matches existing Tally item,11307
2520,ACH-RD-AB-0231,cTnI102 - Anti-cTnI McAb,,ug,NO_CHANGE,matches existing Tally item,11308
2521,ACH-RD-AB-0232,cTnI301 - cTnI Recombinant Antigen,,ug,NO_CHANGE,matches existing Tally item,11309
2522,ACH-RD-AB-0233,NT-proBNP101 - Anti-NT-proBNP McAb,,ug,NOT_SELECTED,Tally Sync not selected for this row,
2523,ACH-RD-AB-0234,NT-proBNP102 - Anti-NT-proBNP McAb,,ug,NOT_SELECTED,Tally Sync not selected for this row,
2524,ACH-RD-AB-0235,NT-proBNP301 - NT-proBNP Recombinant Antigen,,ug,NOT_SELECTED,Tally Sync not selected for this row,
2525,ACH-RD-AB-0236,MYO101 - Anti-MYO McAb,,ug,NOT_SELECTED,Tally Sync not selected for this row,
2526,ACH-RD-AB-0237,MYO102 - Anti-MYO McAb,,ug,NOT_SELECTED,Tally Sync not selected for this row,
2527,ACH-RD-CH-0926,MYO303 - Human MYO Protein,,ug,NOT_SELECTED,Tally Sync not selected for this row,
2528,ACH-RD-AB-0238,CKMB101 - Anti-CKMB McAb,,ug,NO_CHANGE,matches existing Tally item,11296
2529,ACH-RD-AB-0239,CKMB102 - Anti-CKMB McAb,,ug,NO_CHANGE,matches existing Tally item,11297
2530,ACH-RD-AB-0240,CKMB311 - Human CKMB Recombinant Antigen,,ug,NO_CHANGE,matches existing Tally item,11298
2531,ACH-RD-AB-0241,D-D101 - Anti-D-Dimer McAb,,ug,NO_CHANGE,matches existing Tally item,11318
2532,ACH-RD-AB-0242,D-D102 - Anti-D-Dimer McAb,,ug,NO_CHANGE,matches existing Tally item,11319
2533,ACH-RD-CH-0927,D-D303 - Human D-Dimer Protein,,ug,NO_CHANGE,matches existing Tally item,11320
2534,ACH-MF-CM-0108,KH1101 - 2ul Automatic fixed volume pipette,,,NOT_SELECTED,Tally Sync not selected for this row,
2535,ACH-MF-CM-0109,KH1104 - 5ul Automatic fixed volume pipette,,,NOT_SELECTED,Tally Sync not selected for this row,
2536,ACH-MF-CM-0110,KH1105 - 10ul Automatic fixed volume pipette,,,NOT_SELECTED,Tally Sync not selected for this row,
2537,ACH-MF-CM-0111,KH1107 - 20ul Automatic fixed volume pipette,,,NOT_SELECTED,Tally Sync not selected for this row,
2538,ACH-MF-CM-0112,KH1110 - 50ul Automatic fixed volume pipette,,,NOT_SELECTED,Tally Sync not selected for this row,
2539,ACH-RD-CH-0928,ZY-YC05-3Î¼L - Quantitative Blood Sample Collector-Handle Type A,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2540,ACH-RD-CH-0929,ZY-YC05-5Î¼L - Quantitative Blood Sample Collector-Handle Type A,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2541,ACH-EN-EQ-0108,SFDC435L-160-2D - Dehumidifying Dry Storage Cabinet - as per attached Data Sheet,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2542,ACH-EN-EQ-0109,Standard F200 Analyser,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2543,ACH-RD-CH-0930,Standard F COVID 19,,Test,NOT_SELECTED,Tally Sync not selected for this row,
2544,ACH-RD-CH-0931,Standard F RSV,,Test,NOT_SELECTED,Tally Sync not selected for this row,
2545,ACH-RD-CH-0932,Ultra Dengue NS1 Ag,,Test,NOT_SELECTED,Tally Sync not selected for this row,
2546,ACH-RD-CH-0933,Labcare Influenza A+ B Rapid,,Test,NO_CHANGE,matches existing Tally item,10864
2547,ACH-RD-KT-0047,S7704 - Qia amp min elute virus spin kit,,Test,NOT_SELECTED,Tally Sync not selected for this row,
2548,ACH-EN-ME-0256,538-502380-0800 - Headers & Wire Housings,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2549,ACH-EN-ME-0257,538-79758-1013 - Rectangular Cable Assemblies,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2550,ACH-EN-ME-0258,179-AMT242B-V - Encoders,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2551,ACH-EN-EL-0296,962-10374 - LED Lighting Reflectors,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2552,ACH-EN-EL-0297,928-C13556BRIDGETMUN - LED Lighting Reflectors,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2553,ACH-MF-CT-0048,Sticker ACHIRA - RSP,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2554,ACH-MF-CT-0049,Sticker ACHIRA - FERT PANEL,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2555,ACH-RD-CM-0203,T523041- Storage Vial 1 mL- PP,,,NOT_SELECTED,Tally Sync not selected for this row,
2556,ACH-MF-CM-0113,63216 - MTC Rack - 80 Place 5x16,,,NOT_SELECTED,Tally Sync not selected for this row,
2557,ACH-MF-CM-0114,7601 - Universal Multi Rack,,,NOT_SELECTED,Tally Sync not selected for this row,
2558,ACH-RD-CH-0934,Magnetic Retreiver 30CM PP,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2559,ACH-RD-CM-0204,25mL Bottle with screw cap and pouring ring,,,NOT_SELECTED,Tally Sync not selected for this row,
2560,ACH-MF-CT-0050,Silicone TFT RUBBER VALVE,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2561,ACH-MF-CT-0051,Retainer - PMMA,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2562,ACH-MF-CT-0052,Valve Shaft - Nylon,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2563,ACH-MF-CT-0053,Assembly Valve Shaft,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2564,ACH-EN-SP-0045,Modification Cost,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2565,ACH-MF-CT-0054,Mono Carton 180x120x100,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2566,ACH-EN-SP-0046,Annual Maintenance Charges for Dispensor - ZX1010,,,NOT_SELECTED,Tally Sync not selected for this row,
2567,ACH-MF-CM-0115,"6039-A015-02 - Assy, Tip / Feedline, 0.5mm OD, 0.25mm ID, 48.0 LG, Frontline",,,NOT_SELECTED,Tally Sync not selected for this row,
2568,ACH-MF-CM-0116,"6002-A038-03 - Assy, Tubing, 36.0 LG, Bottle to Syringe Pump",,,NOT_SELECTED,Tally Sync not selected for this row,
2569,ACH-MF-CM-0117,"0004-0004, BOTTLE, 10ML",,,NOT_SELECTED,Tally Sync not selected for this row,
2570,ACH-RD-CH-0935,456772 - 4-Carboxyphenylboronic acid,,mg,NO_CHANGE,matches existing Tally item,11037
2571,ACH-RD-CH-0936,FAB-C002-2C3 - RBC Ab - Red Blood Cells,,ug,NO_CHANGE,matches existing Tally item,11355
2572,ACH-MF-JG-0009,Mould - Rubber Valve,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2573,ACH-MF-JG-0010,Mould - Valve Retainer,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2574,ACH-MF-JG-0011,Mould - Rotary Shaft,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2575,ACH-MF-CM-0118,431752 - 100 Micrometer Cell Strainer Yellow Sterile,,,NOT_SELECTED,Tally Sync not selected for this row,
2576,ACH-MF-CM-0119,352360 - Falcon 100uM Cell Stainer,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2577,ACH-EN-EQ-0110,Cartridge Hot Runner Cavity 4,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2578,ACH-EN-EQ-0111,Well Cold Runner - Cavity 4,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2579,ACH-MF-JG-0012,Hot Runner Cost (2 Drop),,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2580,ACH-RD-CH-0937,LB003 - LB-60ml- Clear Colour,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2581,ACH-RD-CH-0938,DG041 - HIV - Clear color,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2582,ACH-RD-CH-0939,DG007 - WH-1 - Clear color,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2583,ACH-RD-CH-0940,DG045 - AD-7 - Clear color,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2584,ACH-RD-CH-0941,DG005 - AD-5 - Clear color,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2585,ACH-RD-CH-0942,DG021 - SM-617 - Clear color,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2586,ACH-RD-KT-0048,NS1 micro ELISA,,Test,NOT_SELECTED,Tally Sync not selected for this row,
2587,ACH-RD-CH-0943,HbA1C capture,,ug,NO_CHANGE,matches existing Tally item,11452
2588,ACH-RD-CH-0944,HbA1C Labelling,,ug,NO_CHANGE,matches existing Tally item,11454
2589,ACH-RD-CH-0945,VD-129-5H - Capture,,ug,NOT_SELECTED,Tally Sync not selected for this row,
2590,ACH-RD-CH-0946,VD-129-6H - Detection,,ug,NOT_SELECTED,Tally Sync not selected for this row,
2591,ACH-RD-CH-0947,Dropper 20uL,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2592,ACH-RD-CH-0948,3123000233 - Research plus G basic 2-20Î¼L yellow,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2593,ACH-RD-CH-0949,RANKCN5047 - Cellulose Nitrite 5um 47mm,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2594,ACH-RD-CH-0950,RANKCN8025 - Cellulose Nitrite 8um 25mm,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2595,ACH-MF-CM-0120,60344 Disc Separator 47mm PP/PE 10um,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2596,ACH-EN-EQ-0112,White silicon medical grade shore hardness 55-65 FDI Approved - 24 Cavity,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2597,ACH-EN-EQ-0113,MS Power Ctd Cold Storage Racks,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2598,ACH-MF-CM-0121,FloorOx H202 Based Floor / Surface Cleaner (Concentrated Chemical - 1 Ltr water : 10mL chemical),,Ltr,NOT_SELECTED,Tally Sync not selected for this row,
2599,ACH-EN-EL-0298,8.3MP Sony STARVIS 2 IMX678 Ultra Low Light Manual Focus USB 3.0 Camera Module - Without Enclosure,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2600,ACH-RD-AB-0243,8C10 - HbA1c Monoclonal antibody,,ug,NO_CHANGE,matches existing Tally item,11099
2601,ACH-RD-AB-0244,16B10 - HbA1c Monoclonal antibody,,ug,NO_CHANGE,matches existing Tally item,10963
2602,ACH-RD-CM-0205,050060 - Tarsons Reusable Bottle Top Filter 500 mL,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2603,ACH-RD-CM-0206,Syringe Filter PES 5 micron 25mm dia Non Sterile,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2604,ACH-RD-CH-0951,FAP-iC014-1 - Dengue NS1 Ag,,ug,NO_CHANGE,matches existing Tally item,11395
2605,ACH-RD-CH-0952,FAP-iC014-2 - Dengue NS1 Ag,,ug,NO_CHANGE,matches existing Tally item,11396
2606,ACH-RD-CH-0953,FAP-iC014-3 - Dengue NS1 Ag,,ug,NO_CHANGE,matches existing Tally item,11397
2607,ACH-RD-CH-0954,FAP-iC014-4 - Dengue NS1 Ag,,ug,NO_CHANGE,matches existing Tally item,11398
2608,ACH-RD-CH-0955,Zika Ns1 Ag,,ug,NOT_SELECTED,Tally Sync not selected for this row,
2609,ACH-RD-CH-0956,West Nile Ns1,,ug,NOT_SELECTED,Tally Sync not selected for this row,
2610,ACH-RD-CH-0957,FAB-M002-6C2 - HbA1c Ab,,ug,NO_CHANGE,matches existing Tally item,11377
2611,ACH-RD-CH-0958,FAB-M002-2G1 - HbA1c Ab,,ug,NO_CHANGE,matches existing Tally item,11376
2612,ACH-RD-CH-0959,FAB-M002-2B2 - Hb Ab,,ug,NO_CHANGE,matches existing Tally item,11375
2613,ACH-RD-AB-0245,GRNDEN105 - Recombinant antigen,,ug,NO_CHANGE,matches existing Tally item,11441
2614,ACH-RD-AB-0246,GRNDEN106 - Recombinant antigen,,ug,NO_CHANGE,matches existing Tally item,11442
2615,ACH-RD-AB-0247,GRNDEN107 - Recombinant antigen,,ug,NO_CHANGE,matches existing Tally item,11443
2616,ACH-RD-AB-0248,GRNDEN108 - Recombinant antigen,,ug,NO_CHANGE,matches existing Tally item,11444
2617,ACH-RD-AB-0249,BRNVDN101 - Monoclonal antibody,,ug,NO_CHANGE,matches existing Tally item,11204
2618,ACH-RD-CH-0960,VDUS05 - Uncut Sheet,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2619,ACH-RD-AB-0250,BRJCRPS101 - Monoclonal antibody,,ug,NO_CHANGE,matches existing Tally item,11190
2620,ACH-RD-AB-0251,BRJCRPS110 - Monoclonal antibody,,ug,NO_CHANGE,matches existing Tally item,11193
2621,ACH-RD-AB-0252,BRJCRPS102 - Monoclonal antibody,,ug,NO_CHANGE,matches existing Tally item,11191
2622,ACH-RD-AB-0253,BRJCRPS103 - Monoclonal antibody,,ug,NO_CHANGE,matches existing Tally item,11192
2623,ACH-RD-AB-0254,BRCCRPS102 - Monoclonal antibody,,ug,NO_CHANGE,matches existing Tally item,11181
2624,ACH-RD-AB-0255,BRCFERN101 - Monoclonal antibody,,ug,NO_CHANGE,matches existing Tally item,11182
2625,ACH-RD-AB-0256,BRJFERN101 - Monoclonal antibody,,ug,NO_CHANGE,matches existing Tally item,11194
2626,ACH-RD-AB-0257,GENFERN101 - Recombinant antigen,,ug,NO_CHANGE,matches existing Tally item,11428
2627,ACH-MF-CM-0122,PES IV300H A4,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2628,ACH-MF-CM-0123,PES IV500H A4,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2629,ACH-MF-CM-0124,PES IV800H A4,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2630,ACH-MF-CM-0125,PES IV1000XH A4,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2631,ACH-MF-CM-0126,UFC5003 - Amicon Ultra -0.5mL Centrifugal Filter 3 kDa MWCO,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2632,ACH-RD-CH-0961,M1151 - Luria Bertani Agar,,ug,NOT_SELECTED,Tally Sync not selected for this row,
2633,ACH-RD-CH-0962,M1245 - Luria Bertani Broth,,ug,NOT_SELECTED,Tally Sync not selected for this row,
2634,ACH-RD-CH-0963,GRM026 - Agar Bacteriological,,ug,NO_CHANGE,matches existing Tally item,11439
2635,ACH-RD-CH-0964,M001 - Nutrient Agar,,ug,NOT_SELECTED,Tally Sync not selected for this row,
2636,ACH-RD-CM-0207,T460092 - Petri Dish 90mm sleeve of 20,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2637,ACH-RD-CH-0965,R092 - MCFarland Standard Set,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2638,ACH-RD-CH-0966,20118 - LO5 Glycerol AR,,ul,UPDATE,unit differs: sheet='ul' vs tally='UI' (report only -- not auto-altered),10970
2639,ACH-MF-CT-0055,Rubber Valve_Ver_20.11.2024,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2640,ACH-MF-CM-0127,2mm Transparent - 8x4,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2641,ACH-EN-SP-0047,Service Charges,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2642,ACH-RD-CM-0208,T500050 Micro Centrifuge Tube 5mL,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2643,ACH-RD-CM-0209,"PES Syringe Filters - 25mm, 0.2 uM",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2644,ACH-RD-CM-0210,"PES Syringe Filters - 25mm, 0.45 uM",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2645,ACH-EN-ME-0259,Acrylic,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2646,ACH-EN-ME-0260,Alluminium,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2647,ACH-EN-ME-0261,Locking Plate,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2648,ACH-EN-ME-0262,BPS A,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2649,ACH-EN-ME-0263,BPS E,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2650,ACH-EN-ME-0264,Alluminium Tool,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2651,ACH-EN-ME-0265,Fixture Rework,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2652,ACH-MF-CT-0056,TFT_PTFE_VALVE_080125,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2653,ACH-RD-CH-0967,S0441 Sodium Sulphate Anhydrous Ar Acs,,mg,NOT_SELECTED,Tally Sync not selected for this row,
2654,ACH-RD-CH-0968,"83407 Sodium Citrate Tribasic Dihydrate extrapure, 98%",,mg,NO_CHANGE,matches existing Tally item,11096
2655,ACH-RD-CH-0969,"65142 Creatinine extrapure CHR, 99%",,mg,NO_CHANGE,matches existing Tally item,11076
2656,ACH-RD-CH-0970,"62762 Urea extrapure, 99%",,mg,NO_CHANGE,matches existing Tally item,11075
2657,ACH-RD-CH-0971,Q21405 Ammonium Chloride,,mg,NOT_SELECTED,Tally Sync not selected for this row,
2658,ACH-RD-CH-0972,"77407 Potassium Oxalate Monohydrate pure,",,mg,NO_CHANGE,matches existing Tally item,11083
2659,ACH-RD-CH-0973,"85611 Magnesium Sulphate Heptahydrate extrapure AR, 99%",,mg,NO_CHANGE,matches existing Tally item,11097
2660,ACH-RD-CH-0974,95292Peptone BactoBio for bacteriology,,mg,NO_CHANGE,matches existing Tally item,11115
2661,ACH-RD-CH-0975,89463 Yeast Extract for bacteriology,,mg,NO_CHANGE,matches existing Tally item,11098
2662,ACH-RD-CH-0976,S0240 Sodium Phosphate Monobasic Dihyd LR,,mg,NOT_SELECTED,Tally Sync not selected for this row,
2663,ACH-RD-CH-0977,P0240 Potassium Chloride AR,,mg,NOT_SELECTED,Tally Sync not selected for this row,
2664,ACH-RD-CH-0978,S0171 Sodium Chloride,,mg,NOT_SELECTED,Tally Sync not selected for this row,
2665,ACH-RD-CH-0979,48912 - U - ProClin 300,,ul,UPDATE,unit differs: sheet='ul' vs tally='UI' (report only -- not auto-altered),11039
2666,ACH-MF-CM-0128,KH1108 - 30ul Automatic fixed volume pipette,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2667,ACH-MF-CM-0129,KH1204 - 100ul Magical fixed volume pipette,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2668,ACH-MF-CM-0130,KH1303 - 60ul Fixed volume pipette,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2669,ACH-RD-CH-0980,TSH Tests Boditech - South Korea,,Test,NOT_SELECTED,Tally Sync not selected for this row,
2670,ACH-RD-CH-0981,4RB2 RB48,,ug,NO_CHANGE,matches existing Tally item,11058
2671,ACH-RD-CH-0982,4RB2 RB42,,ug,NO_CHANGE,matches existing Tally item,11056
2672,ACH-RD-CH-0983,4RB2 RB55,,ug,NO_CHANGE,matches existing Tally item,11059
2673,ACH-RD-CH-0984,4RB2 RB45,,ug,NO_CHANGE,matches existing Tally item,11057
2674,ACH-RD-CH-0985,4F32 F23cc,,ug,NO_CHANGE,matches existing Tally item,11051
2675,ACH-RD-CH-0986,4F32 F31cc,,ug,NO_CHANGE,matches existing Tally item,11052
2676,ACH-RD-CH-0987,8CR8,,ug,NO_CHANGE,matches existing Tally item,11102
2677,ACH-RD-CH-0988,8CFS,,ul,UPDATE,unit differs: sheet='ul' vs tally='UI' (report only -- not auto-altered),11101
2678,ACH-RD-CH-0989,8RF9 RBP4,,ug,NO_CHANGE,matches existing Tally item,11105
2679,ACH-RD-CH-0990,8TG52,,ug,NO_CHANGE,matches existing Tally item,11108
2680,ACH-RD-CH-0991,Fer107 - Anti Ferritin McAb,,ug,NO_CHANGE,matches existing Tally item,11410
2681,ACH-RD-CH-0992,Fer108 - Anti Ferritin McAb,,ug,NO_CHANGE,matches existing Tally item,11411
2682,ACH-RD-CH-0993,CRP101 - Anti CRP McAb,,ug,NO_CHANGE,matches existing Tally item,11302
2683,ACH-RD-CH-0994,CRP102 - Anti CRP McAb,,ug,NO_CHANGE,matches existing Tally item,11303
2684,ACH-RD-AB-0258,CRP302 - CRP Recombinant Antigen,,ug,NO_CHANGE,matches existing Tally item,11304
2685,ACH-RD-CH-0995,AGFLCC01 - Folic acid-BSA conjugate,,ug,NO_CHANGE,matches existing Tally item,11144
2686,ACH-RD-AB-0259,ABFLCM01 - Anti-folic acid Mab,,ug,NO_CHANGE,matches existing Tally item,11134
2687,ACH-RD-CH-0996,AGVTBC01 - Vitamin B12-BSA conjugate,,ug,NO_CHANGE,matches existing Tally item,11145
2688,ACH-RD-AB-0260,ABVTBM01 - Anti-Vitamin B12 Mab,,ug,NO_CHANGE,matches existing Tally item,11136
2689,ACH-RD-AB-0261,100332 - Anti-h Thyroglobulin 2803 SPTN-5,,ug,NO_CHANGE,matches existing Tally item,10931
2690,ACH-RD-AB-0262,100333 - Anti-h Thyroglobulin 2804 SPTN-5,,ug,NO_CHANGE,matches existing Tally item,10932
2691,ACH-RD-AB-0263,BMGTYH02 - Typhoid H Antigen,,ug,NOT_SELECTED,Tally Sync not selected for this row,
2692,ACH-RD-AB-0264,BMGTYO02- Typhoid O Antigen,,ug,NOT_SELECTED,Tally Sync not selected for this row,
2693,ACH-RD-AB-0265,BRCNS1S120 - Monoclonal antibody,,ug,NO_CHANGE,matches existing Tally item,11187
2694,ACH-RD-AB-0266,BRCNS1S121- Monoclonal antibody,,ug,NO_CHANGE,matches existing Tally item,11188
2695,ACH-RD-AB-0267,BNNDIMN102 - Monoclonal antibody,,ug,NO_CHANGE,matches existing Tally item,11180
2696,ACH-RD-AB-0268,BNNDIMN101 - Monoclonal antibody,,ug,NO_CHANGE,matches existing Tally item,11179
2697,ACH-RD-CH-0997,HIER-E-010 - Heterophilic Immunoglobulin Elimination Reagent(I),,ug,NOT_SELECTED,Tally Sync not selected for this row,
2698,ACH-RD-CH-0998,HIER-R-061 - Heterophilic ImmunoglobulinElimination Reagent(I),,ug,NOT_SELECTED,Tally Sync not selected for this row,
2699,ACH-RD-CH-0999,GBNDIMN101 - Raw materials of Calibration,,ug,NO_CHANGE,matches existing Tally item,11426
2700,ACH-EN-EL-0299,991259 - ER14505 AA 3.6V Li-SOCL2 Battery,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2701,ACH-RD-CH-1000,PHR1035 - Folic acid,,mg,NOT_SELECTED,Tally Sync not selected for this row,
2702,ACH-RD-CH-1001,V-019 - Cyanocobalamin (Vitamin B12) solution,,ul,NOT_SELECTED,Tally Sync not selected for this row,
2703,ACH-RD-CH-1002,C1254 - Sodium cholate hydrate,,ug,NOT_SELECTED,Tally Sync not selected for this row,
2704,ACH-RD-CH-1003,Hb A1c501,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2705,ACH-RD-CM-0211,B3165081 - PETRI DISH CULTURE S-LINE 150X25,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2706,ACH-MF-CM-0131,"Silicone Sock Cover Case for Creality Block Heater CR-10, 10s, S4, S5 Anet A8 MK7 / MK8 / MK9 Hotend Printer For 3D printer",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2707,ACH-MF-CM-0132,Centri-fuge Tube Rack for 10ml/15ml/50ml Laboratory Plastic Tube Rack Holder,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2708,ACH-RD-CH-1004,8CCFS - Cystatin C free serum,,ug,NO_CHANGE,matches existing Tally item,11100
2709,ACH-RD-AB-0269,4H1 - TG Monoclonal antibody,,ug,NO_CHANGE,matches existing Tally item,11053
2710,ACH-RD-AB-0270,8E11 - TG Monoclonal antibody,,ug,NO_CHANGE,matches existing Tally item,11103
2711,ACH-MF-CM-0133,4mm Clear - 1X1 Feet Acrylic Sheet,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2712,ACH-RD-CH-1005,"SRL-66273 - Sodium Phosphate Dibasic Anhydrous ACS, 99%",,ug,NOT_SELECTED,Tally Sync not selected for this row,
2713,ACH-RD-CH-1006,"MP TGX 4-15%, 12 W, 10",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2714,ACH-RD-CH-1007,Laemmli Sample Buffer,,ml,NOT_SELECTED,Tally Sync not selected for this row,
2715,ACH-RD-CH-1008,PREC PLUS STD UNSTAINED,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2716,ACH-RD-AB-0271,15H7 - Insulin Monoclonal Antibody,,ug,NO_CHANGE,matches existing Tally item,10961
2717,ACH-RD-AB-0272,11E1 - Insulin Monoclonal Antibody,,ug,NO_CHANGE,matches existing Tally item,10954
2718,ACH-RD-AB-0273,Insulin Antigen,,ug,NOT_SELECTED,Tally Sync not selected for this row,
2719,ACH-EN-EQ-0114,"HI904-02, SKU: HI904-02 Karl Fischer Coulometric Titrator With Diaphragm-Less Generator, 230 V",,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2720,ACH-EN-EQ-0115,Hydranal Coulomat AG Anolyte for Coulometric Karl Fischer Titration - 500Ml,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2721,ACH-EN-EQ-0116,Hydranal TM - Water Standard 1.0 (10 X 4Ml) 40Ml,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2722,ACH-MF-CM-0134,2.5mL Syringe,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2723,ACH-RD-CM-0212,T500013 Dark Micro Centrifuge Tube 1.5mL PP,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2724,ACH-MF-CM-0135,Blade Lister,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
2725,ACH-MF-CM-0136,112450204 - RNase DNase Free Water,,ul,NOT_SELECTED,Tally Sync not selected for this row,
2726,ACH-MF-CM-0137,P10004 - Last Drop Low Retention Pipet Tips- 2-200 uL,,pcs,NOT_SELECTED,Tally Sync not selected for this row,
